Date Signed,Project Number,Project Name,Country Code,Developing Member Country,Region,Department,Operations Division,Category Type (Sovereign/Nonsovereign Financing),Project Financing Amount ($ million),Mode of Financial Assistance,Product Type,Loan/Grant/Investment/Approval Number,Project Financing Type,Fund Source,Signed amount ($ million),Primary Sector,Sector,Climate Change Response,Climate Change Impact on the Project,Mitigation Finance ($ million),Adaptation Finance ($ million),Type of Financing,Currency,Project URL,,,,,,,
7-Apr-2022,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,SDCC,SDCD,Sovereign,0.450,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,0.450,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.100,Technical assistance,USD,https://www.adb.org/projects/50121-001/main,,,,,,,
7-Apr-2022,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,,0.100,Technical assistance,USD,https://www.adb.org/projects/50121-001/main,,,,,,,
7-Apr-2022,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Education,Adaptation,Low,,0.100,Technical assistance,USD,https://www.adb.org/projects/50121-001/main,,,,,,,
7-Apr-2022,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Health,Adaptation,Low,,0.100,Technical assistance,USD,https://www.adb.org/projects/50121-001/main,,,,,,,
7-Apr-2022,50121-001,Supporting Adaptation Decision Making for Climate Resilient Investments,REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9414,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,Transport,Adaptation,Low,,0.050,Technical assistance,USD,https://www.adb.org/projects/50121-001/main,,,,,,,
19-Sep-2022,51163-001,Support for Implementation of the Asia-Pacific Climate Finance Fund,FSM; REG; RMI; SOL,Regional,Regional,SDCC,SDCD,Sovereign,0.250,KSTA,Technical assistance,9395,ADB funds,Technical Assistance Special Fund,0.250,Finance,Finance,Adaptation,Low,,0.250,Technical assistance,USD,https://www.adb.org/projects/51163-001/main,,,,,,,
7-Nov-2022,52004-002,Supporting Ambitious Climate Action through Implementation of Developing Member Countries' Nationally Determined Contributions (Subproject 1),REG,Regional,Regional,SDCC,SDCD,Sovereign,1.500,KSTA,Technical assistance,9716,ADB funds,Technical Assistance Special Fund,1.500,Energy,Energy,Dual-use,Low,0.067,0.033,Technical assistance,USD,https://www.adb.org/projects/52004-002/main,,,,,,,
7-Nov-2022,52004-002,Supporting Ambitious Climate Action through Implementation of Developing Member Countries' Nationally Determined Contributions (Subproject 1),REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9716,ADB funds,Technical Assistance Special Fund,,Energy,"Agriculture, natural resources and rural development",Dual-use,Low,0.067,0.033,Technical assistance,USD,https://www.adb.org/projects/52004-002/main,,,,,,,
7-Nov-2022,52004-002,Supporting Ambitious Climate Action through Implementation of Developing Member Countries' Nationally Determined Contributions (Subproject 1),REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9716,ADB funds,Technical Assistance Special Fund,,Energy,Public sector management,Dual-use,Low,0.733,0.367,Technical assistance,USD,https://www.adb.org/projects/52004-002/main,,,,,,,
7-Nov-2022,52004-002,Supporting Ambitious Climate Action through Implementation of Developing Member Countries' Nationally Determined Contributions (Subproject 1),REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9716,ADB funds,Technical Assistance Special Fund,,Energy,Transport,Dual-use,Low,0.067,0.033,Technical assistance,USD,https://www.adb.org/projects/52004-002/main,,,,,,,
7-Nov-2022,52004-002,Supporting Ambitious Climate Action through Implementation of Developing Member Countries' Nationally Determined Contributions (Subproject 1),REG,Regional,Regional,SDCC,SDCD,Sovereign,,KSTA,Technical assistance,9716,ADB funds,Technical Assistance Special Fund,,Energy,Water and other urban infrastructure and services,Dual-use,Low,0.067,0.033,Technical assistance,USD,https://www.adb.org/projects/52004-002/main,,,,,,,
17-Aug-2022,52004-005,"Supporting the Implementation of ADB's Climate Change Operational Framework 2017–2030 - Establishing Mechanisms to Measure, Monitor, and Report on Commitments made under the Paris Agreement (Subproject 3)",REG,Regional,Regional,SDCC,SDCD,Sovereign,0.500,KSTA,Technical assistance,9720,ADB funds,Technical Assistance Special Fund,0.500,Public sector management,Public sector management,Dual-use,Low,0.283,0.217,Technical assistance,USD,https://www.adb.org/projects/52004-005/main,,,,,,,
27-Jul-2022,52004-006,Identifying Climate Adaptation Investment Priorities (Subproject 4),BHU; CAM; NEP; REG,Bhutan; Cambodia; Nepal; Regional,Regional,SDCC,SDCD,Sovereign,1.000,KSTA,Technical assistance,6933,ADB funds,Technical Assistance Special Fund,1.000,Public sector management,Public sector management,Adaptation,Low,,1.000,Technical assistance,USD,https://www.adb.org/projects/52004-006/main,,,,,,,
7-Sep-2022,52041-002,"Integrated High Impact Innovation in Sustainable Energy Technology - Energy System Analysis, Technology Road Maps and Feasibility Studies for Pilot Testing (Subproject 1)",REG,Regional,Regional,SDCC,SDSC-ENE,Sovereign,2.000,KSTA,Technical assistance,9690,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Clean Energy Fund),2.000,Energy,Energy,Mitigation,Low,2.000,,Technical assistance,USD,https://www.adb.org/projects/52041-002/main,,,,,,,
28-Sep-2022,53124-001,Understanding Disaster Displacement in Asia and the Pacific,REG,Regional,Regional,SDCC,SDCD,Sovereign,0.400,KSTA,Technical assistance,9944,ADB funds,Technical Assistance Special Fund,0.400,Public sector management,Public sector management,Adaptation,Low,,0.200,Technical assistance,USD,https://www.adb.org/projects/53124-001/main,,,,,,,
6-Jun-2022,53134-001,Developing Insurance Markets for Sustainable and Resilient Societies in Asia and the Pacific,BAN; FIJ; PAK; PHI; REG,Bangladesh; Fiji; Pakistan; Philippines; Regional,Regional,SDCC,SCSC-FIN,Sovereign,0.950,KSTA,Technical assistance,9917,Cofinancing (Full administration),Asia Pacific Climate Finance Fund,0.950,Finance,Finance,Adaptation,Low,,0.950,Technical assistance,USD,https://www.adb.org/projects/53134-001/main,,,,,,,
24-Nov-2022,54023-001,Support to the Implementation of Strategy 2030 Operational Plans,REG,Regional,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6574,ADB funds,Technical Assistance Special Fund,1.050,Multisector,Multisector,Dual-use,Low,0.100,0.550,Technical assistance,USD,https://www.adb.org/projects/54023-001/main,,,,,,,
2-Aug-2022,54176-001,Building Institutional Capacity: Delivering Climate Solutions under Operational Priority 3 of Strategy 2030,REG,Regional,Regional,SDCC,SDCD,Sovereign,0.740,KSTA,Technical assistance,6627,Cofinancing (Full administration),Climate Investment Funds (Strategic Climate Fund-Pilot Program for Climate Resilience),0.700,Public sector management,Public sector management,Dual-use,Low,0.350,0.350,Technical assistance,USD,https://www.adb.org/projects/54176-001/main,,,,,,,
27-Sep-2022,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,Cofinancing (Full administration),Global Environment Facility (Special Climate Change Fund),0.837,Water and other urban infrastructure and services,Finance,Adaptation,Low,,0.837,Technical assistance,USD,https://www.adb.org/projects/54212-001/main,,,,,,,
27-Sep-2022,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,Cofinancing (Full administration),Asia Pacific Climate Finance Fund,2.500,Water and other urban infrastructure and services,Finance,Adaptation,Low,,2.500,Technical assistance,USD,https://www.adb.org/projects/54212-001/main,,,,,,,
27-Sep-2022,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,Cofinancing (Full administration),Global Environment Facility (Least Developed Countries Fund for Climate Change),0.441,Water and other urban infrastructure and services,Finance,Adaptation,Low,,0.441,Technical assistance,USD,https://www.adb.org/projects/54212-001/main,,,,,,,
27-Sep-2022,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,,KSTA,Technical assistance,6742,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,0.750,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.750,Technical assistance,USD,https://www.adb.org/projects/54212-001/main,,,,,,,
9-Nov-2022,55064-005,Water Organization Partnerships for Resilience,BAN; FIJ; NEP; REG; TAJ; TIM,Bangladesh; Fiji; Nepal; Regional; Tajikistan; Timor-Leste,Regional,SDCC,SDSC-WAT,Sovereign,3.000,KSTA,Technical assistance,6994,ADB funds,Technical Assistance Special Fund,1.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.740,Technical assistance,USD,https://www.adb.org/projects/55064-005/main,,,,,,,
9-Nov-2022,55064-005,Water Organization Partnerships for Resilience,BAN; FIJ; NEP; REG; TAJ; TIM,Bangladesh; Fiji; Nepal; Regional; Tajikistan; Timor-Leste,Regional,SDCC,SDSC-WAT,Sovereign,,KSTA,Technical assistance,6994,ADB funds,Technical Assistance Special Fund,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,,0.260,Technical assistance,USD,https://www.adb.org/projects/55064-005/main,,,,,,,
9-Nov-2022,55064-005,Water Organization Partnerships for Resilience,BAN; FIJ; NEP; REG; TAJ; TIM,Bangladesh; Fiji; Nepal; Regional; Tajikistan; Timor-Leste,Regional,SDCC,SDSC-WAT,Sovereign,,KSTA,Technical assistance,6994,ADB funds,Japan Special Fund,2.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,1.480,Technical assistance,USD,https://www.adb.org/projects/55064-005/main,,,,,,,
9-Nov-2022,55064-005,Water Organization Partnerships for Resilience,BAN; FIJ; NEP; REG; TAJ; TIM,Bangladesh; Fiji; Nepal; Regional; Tajikistan; Timor-Leste,Regional,SDCC,SDSC-WAT,Sovereign,,KSTA,Technical assistance,6994,ADB funds,Japan Special Fund,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Low,,0.520,Technical assistance,USD,https://www.adb.org/projects/55064-005/main,,,,,,,
14-Dec-2022,55117-001,Adaptation Metrics to Scale Up and Align Investment with Climate-Resilient Development,BAN; PAK; PHI; REG,Bangladesh; Pakistan; Philippines; Regional,Regional,SDCC,SDCD,Sovereign,1.000,KSTA,Technical assistance,10048,ADB funds,Technical Assistance Special Fund,1.000,Public sector management,Public sector management,Adaptation,Low,,1.000,Technical assistance,USD,https://www.adb.org/projects/55117-001/main,,,,,,,
27-Jul-2022,56026-001,Knowledge Solutions for Trade Facilitation in Asia and the Pacific,REG,Regional,Regional,SDCC,SDTC-RCI,Sovereign,1.000,KSTA,Technical assistance,6934,ADB funds,Technical Assistance Special Fund,0.200,Industry and trade,Industry and trade,Mitigation,Low,0.025,,Technical assistance,USD,https://www.adb.org/projects/56026-001/main,,,,,,,
27-Jul-2022,56026-001,Knowledge Solutions for Trade Facilitation in Asia and the Pacific,REG,Regional,Regional,SDCC,SDTC-RCI,Sovereign,,KSTA,Technical assistance,6934,ADB funds,Regional Cooperation and Integration Fund,0.800,Industry and trade,Industry and trade,Mitigation,Low,0.050,,Technical assistance,USD,https://www.adb.org/projects/56026-001/main,,,,,,,
24-Nov-2022,56028-001,Maximizing Poverty Alleviation and Gender Co-benefits through Innovative Clean Energy Solutions in Asia and the Pacific,MON; REG,Mongolia; Regional,Regional,SDCC,SDSC-ENE,Sovereign,3.000,KSTA,Technical assistance,10001,ADB funds,Climate Change Fund,1.000,Energy,Energy,Dual-use,Low,0.950,0.050,Technical assistance,USD,https://www.adb.org/projects/56028-001/main,,,,,,,
24-Nov-2022,56028-001,Maximizing Poverty Alleviation and Gender Co-benefits through Innovative Clean Energy Solutions in Asia and the Pacific,MON; REG,Mongolia; Regional,Regional,SDCC,SDSC-ENE,Sovereign,,KSTA,Technical assistance,10001,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Clean Energy Fund),2.000,Energy,Energy,Dual-use,Low,1.900,0.100,Technical assistance,USD,https://www.adb.org/projects/56028-001/main,,,,,,,
2-Dec-2022,56120-001,Mainstreaming Nature-Positive Investments for Green. Resilient and Inclusive Recovery,REG,Regional,Regional,SDCC,SDTC-ENV,Sovereign,1.600,KSTA,Technical assistance,10010,ADB funds,Regional Cooperation and Integration Fund,0.250,Multisector,Multisector,Dual-use,Low,0.100,0.150,Technical assistance,USD,https://www.adb.org/projects/56120-001/main,,,,,,,
2-Dec-2022,56120-001,Mainstreaming Nature-Positive Investments for Green. Resilient and Inclusive Recovery,REG,Regional,Regional,SDCC,SDTC-ENV,Sovereign,,KSTA,Technical assistance,10010,ADB funds,Technical Assistance Special Fund,1.000,Multisector,Multisector,Dual-use,Low,0.100,0.300,Technical assistance,USD,https://www.adb.org/projects/56120-001/main,,,,,,,
2-Dec-2022,56120-001,Mainstreaming Nature-Positive Investments for Green. Resilient and Inclusive Recovery,REG,Regional,Regional,SDCC,SDTC-ENV,Sovereign,,KSTA,Technical assistance,10010,ADB funds,Climate Change Fund,0.350,Multisector,Multisector,Dual-use,Low,0.250,0.100,Technical assistance,USD,https://www.adb.org/projects/56120-001/main,,,,,,,
25-Oct-2022,56130-001,Supporting Climate Action in Finance Sector Operations,BAN; INO; MON; PHI; REG; VIE,Bangladesh; Indonesia; Mongolia; Philippines; Regional; Viet Nam,Regional,SDCC,SDSC-FIN,Sovereign,1.250,KSTA,Technical assistance,6978,ADB funds,Technical Assistance Special Fund,0.750,Finance,Finance,Dual-use,Low,0.375,0.375,Technical assistance,USD,https://www.adb.org/projects/56130-001/main,,,,,,,
25-Oct-2022,56130-001,Supporting Climate Action in Finance Sector Operations,BAN; INO; MON; PHI; REG; VIE,Bangladesh; Indonesia; Mongolia; Philippines; Regional; Viet Nam,Regional,SDCC,SDSC-FIN,Sovereign,,KSTA,Technical assistance,6978,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.500,Finance,Finance,Dual-use,Low,0.250,0.250,Technical assistance,USD,https://www.adb.org/projects/56130-001/main,,,,,,,
12-Dec-2022,56226-001,Operationalizing Paris Alignment in the Country Programming Processes,REG,Regional,Regional,SDCC,SDCD,Sovereign,1.000,KSTA,Technical assistance,10039,ADB funds,Technical Assistance Special Fund,1.000,Multisector,Multisector,Dual-use,Low,0.500,0.500,Technical assistance,USD,https://www.adb.org/projects/56226-001/main,,,,,,,
14-Dec-2022,56227-001,Enabling a Just Transition to Low-Carbon and Climate-Resilient Economies and Societies in Asia and the Pacific,REG,Regional,Regional,SDCC,SDCD,Sovereign,2.130,KSTA,Technical assistance,10049,ADB funds,Technical Assistance Special Fund,1.130,Public sector management,Public sector management,Dual-use,Low,0.790,0.340,Technical assistance,USD,https://www.adb.org/projects/56227-001/main,,,,,,,
14-Dec-2022,56227-001,Enabling a Just Transition to Low-Carbon and Climate-Resilient Economies and Societies in Asia and the Pacific,REG,Regional,Regional,SDCC,SDCD,Sovereign,,,Technical assistance,10049,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Energy Transition Mechanism Partnership Trust Fund),1.000,Public sector management,Public sector management,Dual-use,Low,1.000,,Technical assistance,USD,https://www.adb.org/projects/56227-001/main,,,,,,,
11-Feb-2022,CCFADC00052,REG: Asia Mega Deltas Initiative - Adaptation Assessment for Spatial Planning of Investments in Rice-Based Agri-Food Systems of select Asian Mega Deltas,REG,Regional,Regional,SDCC,SDTC-AR,Sovereign,0.225,Direct charge,Other,CCFADC00052,ADB funds,Climate Change Fund,0.225,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,,,0.225,Direct Charge,USD,,,,,,,,
21-Mar-2022,CCFADC00053,REG: Scaling up climate adaptation through education,REG,Regional,Regional,SDCC,SDSC-EDU,Sovereign,0.225,Direct charge,Other,CCFADC00053,ADB funds,Climate Change Fund,0.225,Education,Education,Adaptation,,,0.225,Direct Charge,USD,,,,,,,,
1-Aug-2022,CCFADC00057,REG: SDCC Support to the Development of the ADB’s Climate Change Action Plan (CCAP) 2023-2027,REG,Regional,Regional,SDCC,SDCD,Sovereign,0.225,Direct charge,Other,CCFADC00057,ADB funds,Climate Change Fund,0.225,Multisector,Multisector,Adaptation,,,0.225,Direct Charge,USD,,,,,,,,
7-Dec-2022,CCFADC00058,SDTC-ENV Nature-based Solution (NbS) case study ,REG,Regional,Regional,SDCC,SDTC-ENV,Sovereign,0.215,Direct charge,Other,CCFADC00058,ADB funds,Climate Change Fund,0.215,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Mitigation,,0.215,,Direct Charge,USD,,,,,,,,
7-Mar-2022,CCFCDC00081,REG: South–south Knowledge Sharing on Air Quality and Carbon Neutrality Support,REG,Regional,Regional,SDCC,,Sovereign,0.150,Direct charge,Other,CCFCDC00081,ADB funds,Climate Change Fund,0.150,Energy,Energy,Mitigation,,0.150,,Direct Charge,USD,,,,,,,,
24-Mar-2022,44321-014,Climate Resilient Rice Commercialization Sector Development Program (Additional Financing),CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,3.920,Grant projects,Grant,0818,Cofinancing (Full administration),Global Agriculture and Food Security Program,3.800,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,0.400,Investment,USD,https://www.adb.org/projects/44321-014/main,,,,,,,
28-Dec-2022,49043-003,Sustainable and Inclusive Energy Program (Subprogram 3),INO,Indonesia,Southeast Asia,SERD,SEEN,Sovereign,867.000,Programmatic Approach Policy-Based Lending (Loan),Loan,4256,ADB funds,OCR,500.000,Energy,Energy,Dual-use,Low,314.380,7.810,Investment,USD,https://www.adb.org/projects/49043-003/main,,,,,,,
28-Dec-2022,49043-003,Sustainable and Inclusive Energy Program (Subprogram 3),INO,Indonesia,Southeast Asia,SERD,SEEN,Sovereign,,Programmatic Approach Policy-Based Lending (Loan),Loan,8429,Cofinancing (Full administration),ASEAN Infrastructure Fund,15.000,Energy,Energy,Dual-use,Low,9.430,0.230,Investment,USD,https://www.adb.org/projects/49043-003/main,,,,,,,
28-Dec-2022,50288-005,Strengthening Infrastructure Capacity and Innovation for Inclusive Growth–Phase 2,PHI,Philippines,Southeast Asia,SERD,PHCO,Sovereign,1.000,TRTA,Technical assistance,10084,ADB funds,Technical Assistance Special Fund,1.000,Transport,Water and other urban infrastructure and services,Dual-use,Low,0.040,0.040,Technical assistance,USD,https://www.adb.org/projects/50288-005/main,,,,,,,
28-Dec-2022,50288-005,Strengthening Infrastructure Capacity and Innovation for Inclusive Growth–Phase 2,PHI,Philippines,Southeast Asia,SERD,PHCO,Sovereign,,,Technical assistance,10084,ADB funds,Technical Assistance Special Fund,,Transport,Transport,Dual-use,Low,0.320,0.320,Technical assistance,USD,https://www.adb.org/projects/50288-005/main,,,,,,,
28-Dec-2022,50288-005,Strengthening Infrastructure Capacity and Innovation for Inclusive Growth–Phase 2,PHI,Philippines,Southeast Asia,SERD,PHCO,Sovereign,,,Technical assistance,10084,ADB funds,Technical Assistance Special Fund,,Transport,"Agriculture, natural resources and rural development",Dual-use,Low,0.040,0.040,Technical assistance,USD,https://www.adb.org/projects/50288-005/main,,,,,,,
28-Dec-2022,52218-002,Promoting Innovative Financial Inclusion Program (Subprogram 2),INO,Indonesia,Southeast Asia,SERD,SEPF,Sovereign,801.260,Programmatic Approach Policy-Based Lending (Loan),Loan,4249,ADB funds,OCR,500.000,Finance,Finance,Dual-use,Low,18.000,75.330,Investment,USD,https://www.adb.org/projects/52218-002/main,,,,,,,
16-Jun-2022,52220-002,South Commuter Railway Project - Tranche 1,PHI,Philippines,Southeast Asia,SERD,SETC,Sovereign,"5,519.200",MFF-Tranche (Loan),Loan,4188,ADB funds,OCR,"1,750.000",Transport,Transport,Dual-use,High,"1,696.000",54.000,Investment,USD,https://www.adb.org/projects/52220-002/main,,,,,,,
4-Oct-2022,52220-002,Strengthening the Transition of Vulnerable Communities Affected by the South Commuter Railway Project (attached TA to the South Commuter Railway Project - Tranche 1),PHI,Philippines,Southeast Asia,SERD,SETC,Sovereign,,TRTA,Technical assistance,6922,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2.000,Transport,,Dual-use,High,,,Technical assistance,USD,https://www.adb.org/projects/52220-002/main,,,,,,,
1-Jun-2022,53047-003,Support to Capital Market-Generated Infrastructure Financing Program - Subprogram 2,PHI,Philippines,Southeast Asia,SERD,SEPF,Sovereign,400.000,Programmatic Approach Policy-Based Lending (Loan),Loan,4185,ADB funds,OCR,400.000,Finance,Finance,Dual-use,Low,21.110,41.110,Investment,USD,https://www.adb.org/projects/53047-003/main,,,,,,,
17-Nov-2022,53169-001,"Promoting an Interconnected, Inclusive, and Resilient Association of Southeast Asian Nations Capital Market",BRU; CAM; INO; LAO; MAL; MYA; PHI; REG; SIN; THA; VIE,Brunei Darussalam; Cambodia; Indonesia; Lao People's Democratic Republic; Malaysia; Myanmar; Philippines; Regional (Southeast Asia); Singapore; Thailand; Viet Nam,Southeast Asia,SERD,SEPF,Sovereign,0.250,KSTA,Technical assistance,9924,Cofinancing (Full administration),Green Climate Fund (ASEAN Catalytic Green Finance Facility Green Recovery Program),0.250,Finance,Finance,Mitigation,Low,0.250,,Technical assistance,USD,https://www.adb.org/projects/53169-001/main,,,,,,,
18-Mar-2022,53190-001,Southeast Asia Facility for Resilient Cities,REG (Southeast Asia),Regional (Southeast Asia),Southeast Asia,SERD,SEUW,Sovereign,3.200,TRTA,Technical assistance,6752,Cofinancing (Full administration),High Level Technology Fund,1.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.044,0.044,Technical assistance,USD,https://www.adb.org/projects/53190-001/main,,,,,,,
6-Sep-2022,53190-001,Southeast Asia Facility for Resilient Cities,REG (Southeast Asia),Regional (Southeast Asia),Southeast Asia,SERD,SEUW,Sovereign,,TRTA,Technical assistance,6752,ADB funds,Technical Assistance Special Fund,2.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,,0.129,Technical assistance,USD,https://www.adb.org/projects/53190-001/main,,,,,,,
6-Sep-2022,53190-001,Southeast Asia Facility for Resilient Cities,REG (Southeast Asia),Regional (Southeast Asia),Southeast Asia,SERD,SEUW,Sovereign,,TRTA,Technical assistance,6752,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,0.200,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,,0.200,Technical assistance,USD,https://www.adb.org/projects/53190-001/main,,,,,,,
22-Dec-2022,53240-003,Greater Mekong Subregion Cross-Border Livestock Health and Value Chains Improvement Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,128.780,Sector loan,Loan,4280,ADB funds,Concessional OCR,50.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,12.280,8.170,Investment,USD,https://www.adb.org/projects/53240-003/main,,,,,,,
22-Dec-2022,53240-003,Greater Mekong Subregion Cross-Border Livestock Health and Value Chains Improvement Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,,Sector loan,Grant,0873,ADB funds,Climate Change Fund,0.900,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,,0.900,Investment,USD,https://www.adb.org/projects/53240-003/main,,,,,,,
22-Dec-2022,53240-003,Greater Mekong Subregion Cross-Border Livestock Health and Value Chains Improvement Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,,Sector loan,Grant,0872,ADB funds,ADF,12.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,,,Investment,USD,https://www.adb.org/projects/53240-003/main,,,,,,,
22-Dec-2022,53240-003,Greater Mekong Subregion Cross-Border Livestock Health and Value Chains Improvement Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,,Sector loan,Grant,8433,Cofinancing (Partial administration),Asian Infrastructure Investment Bank,43.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,7.030,6.720,Investment,USD,https://www.adb.org/projects/53240-003/main,,,,,,,
22-Dec-2022,53261-001,Sustainable Coastal and Marine Fisheries Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,104.000,Sector loan,Loan,4270,ADB funds,Concessional OCR,41.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,,22.700,Investment,USD,https://www.adb.org/projects/53261-001/main,,,,,,,
22-Dec-2022,53261-001,Sustainable Coastal and Marine Fisheries Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,,Sector loan,Grant,0869,ADB funds,ADF,22.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,,18.600,Investment,USD,https://www.adb.org/projects/53261-001/main,,,,,,,
22-Dec-2022,53261-001,Sustainable Coastal and Marine Fisheries Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,,Sector loan,Loan,8431,Cofinancing (Full administration),ASEAN Infrastructure Fund,10.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,,3.500,Investment,USD,https://www.adb.org/projects/53261-001/main,,,,,,,
22-Dec-2022,53261-001,Sustainable Coastal and Marine Fisheries Project,CAM,Cambodia,Southeast Asia,SERD,SEER,Sovereign,,Sector loan,Loan,8432,Cofinancing (Partial administration),Agence Française de Développement,20.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,,12.500,Investment,USD,https://www.adb.org/projects/53261-001/main,,,,,,,
22-Dec-2022,53290-001,Greater Mekong Subregion Border Areas Health Project,CAM,Cambodia,Southeast Asia,SERD,SEHS,Sovereign,36.120,Project loan,Loan,4233,ADB funds,Concessional OCR,27.000,Health,Health,Dual-use,Medium,1.100,0.900,Investment,USD,https://www.adb.org/projects/53290-001/main,,,,,,,
22-Dec-2022,53290-001,Greater Mekong Subregion Border Areas Health Project,CAM,Cambodia,Southeast Asia,SERD,SEHS,Sovereign,,Project loan,Grant,0856,ADB funds,ADF,5.550,Health,Health,Dual-use,Medium,,,Investment,USD,https://www.adb.org/projects/53290-001/main,,,,,,,
