Date Signed,Project Number,Project Name,Country Code,Developing Member Country,Region,Department,Operations Division,Category Type (Sovereign/Nonsovereign Financing),Project Financing Amount ($ million),Mode of Financial Assistance,Product Type,Loan/Grant/Investment/Approval Number,Project Financing Type,Fund Source,Signed amount ($ million),Primary Sector,Sector,Climate Change Response,Climate Change Impact on the Project,Mitigation Finance ($ million),Adaptation Finance ($ million),Type of Financing,Currency,Project URL,,,,
25-May-23,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; PRC; THA; TIM; VIE; REG; ,Regional (Southeast Asia),Southeast Asia,SERD,SEEN,Sovereign,6.15,KSTA,Technical assistance cofinancing,6744,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Energy Transition Mechanism Partnership Trust Fund),2,Energy,Energy,Mitigation,Medium,2,,Technical assistance,US$,https://www.adb.org/projects/55124-001/main,,,,
26-Oct-23,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; PRC; THA; TIM; VIE; REG,Regional (Southeast Asia),Southeast Asia,SG,SG-ENE,Sovereign,,KSTA,Technical assistance cofinancing,6744,Cofinancing (Full administration),Climate Investment Funds (Clean Technology Fund),1.15,Energy,Energy,Mitigation,Medium,1.15,,Technical assistance,US$,https://www.adb.org/projects/55124-001/main,,,,
25-May-23,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; PRC; THA; TIM; VIE; REG; ,Regional (Southeast Asia),Southeast Asia,SERD,SEEN,Sovereign,,KSTA,Technical assistance,6744,ADB funds,Technical Assistance Special Fund,1,Energy,Energy,Mitigation,Medium,1,,Technical assistance,US$,https://www.adb.org/projects/55124-001/main,,,,
26-Oct-23,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; PRC; THA; TIM; VIE; REG,Regional (Southeast Asia),Southeast Asia,SG,SG-ENE,Sovereign,,KSTA,Technical assistance cofinancing,6744,Cofinancing (Full administration),Australia,1,Energy,Energy,Mitigation,Medium,,,Technical assistance,US$,https://www.adb.org/projects/55124-001/main,,,,
26-Oct-23,55124-001,Accelerating the Clean Energy Transition in Southeast Asia,CAM; INO; LAO; PHI; PRC; THA; TIM; VIE; REG,Regional (Southeast Asia),Southeast Asia,SG,SG-ENE,Sovereign,,KSTA,Technical assistance cofinancing,6744,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,1,Energy,Energy,Mitigation,Medium,,,Technical assistance,US$,https://www.adb.org/projects/55124-001/main,,,,
25-Feb-23,55205-001,Monsoon Wind Power Project,LAO,Lao People's Democratic Republic,Southeast Asia,PSOD,PSIF2,Nonsovereign,958.4,Investment Support,Loan,4243,ADB funds,OCR,100,Energy,Energy,Mitigation,Medium,100,,Investment,US$,https://www.adb.org/projects/55205-001/main,,,,
25-Feb-23,55205-001,Monsoon Wind Power Project,LAO,Lao People's Democratic Republic,Southeast Asia,PSOD,PSIF2,Nonsovereign,,Investment Support,Grant,0861,ADB funds,ADF,10,Energy,Energy,Mitigation,Medium,10,,Investment,US$,https://www.adb.org/projects/55205-001/main,,,,
25-Feb-23,55205-001,Monsoon Wind Power Project,LAO,Lao People's Democratic Republic,Southeast Asia,PSOD,PSIF2,Nonsovereign,,Investment Support,Loan cofinancing,BLCF110,Commercial,B-loan,150,Energy,Energy,Mitigation,Medium,150,,Investment,US$,https://www.adb.org/projects/55205-001/main,,,,
25-Feb-23,55205-001,Monsoon Wind Power Project,LAO,Lao People's Democratic Republic,Southeast Asia,PSOD,PSIF2,Nonsovereign,,Investment Support,Loan cofinancing,8425,Cofinancing (Full administration),Canadian Climate Fund for the Private Sector in Asia I,10,Energy,Energy,Mitigation,Medium,10,,Investment,US$,https://www.adb.org/projects/55205-001/main,,,,
25-Feb-23,55205-001,Monsoon Wind Power Project,LAO,Lao People's Democratic Republic,Southeast Asia,PSOD,PSIF2,Nonsovereign,,Investment Support,Loan cofinancing,8426,Cofinancing (Full administration),Leading Asia's Private Infrastructure Fund,20,Energy,Energy,Mitigation,Medium,20,,Investment,US$,https://www.adb.org/projects/55205-001/main,,,,
25-Feb-23,55205-001,Monsoon Wind Power Project,LAO,Lao People's Democratic Republic,Southeast Asia,PSOD,PSIF2,Nonsovereign,,Investment Support,Loan cofinancing,8427,Cofinancing (Full administration),Canadian Climate Fund for the Private Sector in Asia II,20,Energy,Energy,Mitigation,Medium,20,,Investment,US$,https://www.adb.org/projects/55205-001/main,,,,
22-Dec-23,55224-003,Developing Green City Action Plans to Accelerate Post-COVID-19 Competitiveness and Resilience – City Batch 2,MAL,Malaysia,Southeast Asia,SERD,SERC,Sovereign,0.75,KSTA,Technical assistance,10269,ADB funds,Technical Assistance Special Fund,0.75,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.06,0.06,Technical assistance,US$,https://www.adb.org/projects/55224-003/main,,,,
08-Mar-23,55260-001,Australis Climate-Smart Barramundi and Seaweed Aquaculture Project,VIE,Viet Nam,Southeast Asia,PSOD,OPSD-AIT,Nonsovereign,42.2,Investment Support,Loan,7757,ADB funds,OCR,15,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Medium,,15,Investment,US$,https://www.adb.org/projects/55260-001/main,,,,
08-Mar-23,55260-001,Australis Climate-Smart Barramundi and Seaweed Aquaculture Project,VIE,Viet Nam,Southeast Asia,PSOD,OPSD-AIT,Nonsovereign,,Investment Support,Grant cofinancing,0880,Cofinancing (Full administration),Climate Innovation and Development Fund,3,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Medium,,3,Investment,US$,https://www.adb.org/projects/55260-001/main,,,,
06-Feb-23,55300-001,Post-COVID-19 Business and Employment Recovery Program - Subprogram 1,PHI,Philippines,Southeast Asia,SERD,SEHS; PHCO; SEPF,Sovereign,"1,000.00",Policy-Based Support,Loan,4289,ADB funds,OCR,500,Education,Public sector management,Dual-use,Low,14.55,21.82,Investment,US$,https://www.adb.org/projects/55300-001/main,,,,
06-Feb-23,55300-001,Post-COVID-19 Business and Employment Recovery Program - Subprogram 1,PHI,Philippines,Southeast Asia,SERD,SEHS; PHCO; SEPF,Sovereign,,Policy-Based Support,Loan,4289,ADB funds,OCR,,Education,Education,Dual-use,Low,36.37,27.28,Investment,US$,https://www.adb.org/projects/55300-001/main,,,,
28-Apr-23,55327-002,VinFast Trading and Production Joint Stock Company: Mainstreaming Electric Vehicles to Reduce Greenhouse Gas Emissions,VIE,Viet Nam,Southeast Asia,SERD,VRM,Sovereign,0.5,TRTA,Technical assistance cofinancing,6997,Cofinancing (Full administration),Australian Climate Finance Partnership,0.5,Transport,Transport,Mitigation,High,0.5,,Technical assistance,US$,https://www.adb.org/projects/55327-002/main,,,,
26-Sep-23,55360-001,Skills for Future Economy Sector Development Program (Subprogram 1),CAM,Cambodia,Southeast Asia,SERD,SEHS,Sovereign,131.3,Policy-Based Support,Loan,4331,ADB funds,Concessional OCR,20,Education,Education,Dual-use,Medium,1.72,1.72,Investment,US$,https://www.adb.org/projects/55360-001/main,,,,
26-Sep-23,55360-001,Skills for Future Economy Sector Development Program (Subprogram 1),CAM,Cambodia,Southeast Asia,SERD,SEHS,Sovereign,,Investment Support,Loan,4332,ADB funds,Concessional OCR,80,Education,Education,Dual-use,Medium,6.69,7.29,Investment,US$,https://www.adb.org/projects/55360-001/main,,,,
26-Sep-23,55360-001,Skills for Future Economy Sector Development Program (Subprogram 1),CAM,Cambodia,Southeast Asia,SERD,SEHS,Sovereign,,Investment Support,Loan cofinancing,8452,Cofinancing (Partial administration),Agence Française de Développement,25,Education,Education,Dual-use,Medium,2.26,2.52,Investment,US$,https://www.adb.org/projects/55360-001/main,,,,
16-Jun-23,56035-001,Providing Essential Services to the People of Myanmar Project,MYA,Myanmar,Southeast Asia,SERD,MYRM; SEHS; SEER,Sovereign,29.218,Investment Support,Grant,0892,ADB funds,ADF,8,Health,"Agriculture, natural resources and rural development",Adaptation,Medium,,8,Investment,US$,https://www.adb.org/projects/56035-001/main,,,,
29-Jun-23,56035-001,Providing Essential Services to the People of Myanmar Project,MYA,Myanmar,Southeast Asia,SERD,MYRM; SEHS; SEER,Sovereign,,Investment Support,Grant,0893,ADB funds,ADF,15,Health,"Agriculture, natural resources and rural development",Adaptation,Medium,,,Investment,US$,https://www.adb.org/projects/56035-001/main,,,,
16-Jun-23,56035-001,Providing Essential Services to the People of Myanmar Project,MYA,Myanmar,Southeast Asia,SERD,MYRM; SEHS; SEER,Sovereign,,Investment Support,Grant cofinancing,9235,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,3,Health,"Agriculture, natural resources and rural development",Adaptation,Medium,,,Investment,US$,https://www.adb.org/projects/56035-001/main,,,,
16-Jun-23,56035-001,Providing Essential Services to the People of Myanmar Project,MYA,Myanmar,Southeast Asia,SERD,MYRM; SEHS; SEER,Sovereign,,Investment Support,Grant cofinancing,0894,Cofinancing (Full administration),Canada,3.218,Health,"Agriculture, natural resources and rural development",Adaptation,Medium,,3.218,Investment,US$,https://www.adb.org/projects/56035-001/main,,,,
07-Mar-23,56132-001,Smart and Livable Cities in Southeast Asia,CAM; INO; LAO; MAL; PHI; THA; VIE; REG,Regional (Southeast Asia),Southeast Asia,SERD,SEUW,Sovereign,1.15,KSTA,Technical assistance cofinancing,10069,Cofinancing (Full administration),Spanish Cooperation Fund for Technical Assistance,0.5,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.1,0.1,Technical assistance,US$,https://www.adb.org/projects/56132-001/main,,,,
11-Dec-23,56132-001,Smart and Livable Cities in Southeast Asia,CAM; INO; LAO; MAL; PHI; THA; VIE; REG,Regional (Southeast Asia),Southeast Asia,SERD,SEUW,Sovereign,,KSTA,Technical assistance cofinancing,10069,Cofinancing (Full administration),Netherlands Trust Fund under the Water Financing Partnership Facility,0.4,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,,0.4,Technical assistance,US$,https://www.adb.org/projects/56132-001/main,,,,
11-Dec-23,56132-001,Smart and Livable Cities in Southeast Asia,CAM; INO; LAO; MAL; PHI; THA; VIE; REG,Regional (Southeast Asia),Southeast Asia,SERD,SEUW,Sovereign,,KSTA,Technical assistance,10069,ADB funds,Technical Assistance Special Fund,0.25,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.05,0.1,Technical assistance,US$,https://www.adb.org/projects/56132-001/main,,,,
23-Oct-23,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; THA; TIM; VIE; REG,Regional (Southeast Asia),Southeast Asia,SERD,SGFH,Sovereign,3,KSTA,Technical assistance cofinancing,6983,Cofinancing (Full administration),United Kingdom-ASEAN Catalytic Green Finance Facility Trust Fund,1.5,Energy,Energy,Dual-use,Medium,0.75,0.75,Technical assistance,US$,https://www.adb.org/projects/56186-001/main,,,,
23-Oct-23,56186-001,Accelerating Climate Transitions through Green Finance in Southeast Asia,CAM; INO; LAO; MAL; PHI; THA; TIM; VIE; REG,Regional (Southeast Asia),Southeast Asia,SERD,SGFH,Sovereign,,KSTA,Technical assistance cofinancing,6983,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,1.5,Energy,Energy,Dual-use,Medium,0.75,0.75,Technical assistance,US$,https://www.adb.org/projects/56186-001/main,,,,
16-May-23,56202-001,Exacta Asia Investment III LP,REG (Southeast Asia),Regional (Southeast Asia),Southeast Asia,PSOD,PSIS,Nonsovereign,350,Investment Support,Equity,7758,ADB funds,OCR,25,Finance,Finance,Mitigation,Low,1,,Investment,US$,https://www.adb.org/projects/56202-001/main,,,,
06-Jun-23,56207-001,Alba Blue Loan for Recycling,INO,Indonesia,Southeast Asia,PSOD,PSIF2,Nonsovereign,63.27,Investment Support,Loan,4317,ADB funds,OCR,22.1,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Mitigation,Medium,22.1,,Investment,US$,https://www.adb.org/projects/56207-001/main,,,,
06-Jun-23,56207-001,Alba Blue Loan for Recycling,INO,Indonesia,Southeast Asia,PSOD,PSIF2,Nonsovereign,,Investment Support,Loan cofinancing,8447,Cofinancing (Full administration),Leading Asia's Private Infrastructure Fund,22.1,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Mitigation,Medium,22.1,,Investment,US$,https://www.adb.org/projects/56207-001/main,,,,
26-Jan-23,56221-001,DSNG Climate-Resilient Community-Based Agroforestry Value Chain Project,INO,Indonesia,Southeast Asia,PSOD,OPSD-AIT,Nonsovereign,17.2,Investment Support,Loan,4287,ADB funds,OCR,15,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,0.3,14.7,Investment,US$,https://www.adb.org/projects/56221-001/main,,,,
25-Oct-23,56230-001,Expanding Inclusive and Climate Finance,VIE,Viet Nam,Southeast Asia,SERD,VRM,Sovereign,7,KSTA,Technical assistance cofinancing,10094,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2,Finance,Finance,Dual-use,Low,1.8,0.2,Technical assistance,US$,https://www.adb.org/projects/56230-001/main,,,,
25-Oct-23,56230-001,Expanding Inclusive and Climate Finance,VIE,Viet Nam,Southeast Asia,SERD,VRM,Sovereign,,KSTA,Technical assistance cofinancing,10094,Cofinancing (Full administration),Switzerland,5,Finance,Finance,Dual-use,Low,,,Technical assistance,US$,https://www.adb.org/projects/56230-001/main,,,,
13-Dec-23,56241-001,ACEN Sustainability-Linked Facility,PHI,Philippines,Southeast Asia,PSOD,PSIF2,Nonsovereign,200,Investment Support,Loan,4370,ADB funds,OCR,99.037,Energy,Energy,Mitigation,Medium,99.037,,Investment,US$,https://www.adb.org/projects/56241-001/main,,,,
13-Dec-23,56241-001,ACEN Sustainability-Linked Facility,PHI,Philippines,Southeast Asia,PSOD,PSIF2,Nonsovereign,,Investment Support,Guarantee,7807,ADB funds,OCR,18.007,Energy,Energy,Mitigation,Medium,18.007,,Investment,US$,https://www.adb.org/projects/56241-001/main,,,,
07-Aug-23,56245-001,GreenYellow Smart Solutions Rooftop Solar Project,VIE,Viet Nam,Southeast Asia,PSOD,OPSD-SST,Nonsovereign,24.5,Investment Support,Loan,4329,ADB funds,OCR,3,Energy,Energy,Mitigation,Low,3,,Investment,US$,https://www.adb.org/projects/56245-001/main,,,,
07-Aug-23,56245-001,GreenYellow Smart Solutions Rooftop Solar Project,VIE,Viet Nam,Southeast Asia,PSOD,OPSD-SST,Nonsovereign,,Investment Support,Grant cofinancing,0896,Cofinancing (Full administration),Climate Innovation and Development Fund,3,Energy,Energy,Mitigation,Low,3,,Investment,US$,https://www.adb.org/projects/56245-001/main,,,,
15-Dec-23,56288-001,Domestic Resource Mobilization Program (Subprogram 1),PHI,Philippines,Southeast Asia,SERD,SEPF,Sovereign,800,Policy-Based Support,Loan,4376,ADB funds,OCR,400,Public sector management,Public sector management,Dual-use,Low,146.82,2.67,Investment,US$,https://www.adb.org/projects/56288-001/main,,,,
15-Dec-23,56288-001,Domestic Resource Mobilization Program (Subprogram 1),PHI,Philippines,Southeast Asia,SERD,SEPF,Sovereign,,Policy-Based Support,Loan cofinancing,8458,Cofinancing (Partial administration),Asian Infrastructure Investment Bank,400,Public sector management,Choose sector/theme,Dual-use,Low,,,Investment,US$,https://www.adb.org/projects/56288-001/main,,,,
07-Mar-23,56313-001,Dali Modern Food Retail Expansion Project,PHI,Philippines,Southeast Asia,PSOD,OPSD-AIT,Nonsovereign,80,Investment Support,Equity,7766,ADB funds,OCR,15,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Mitigation,Low,0.8,,Investment,US$,https://www.adb.org/projects/56313-001/main,,,,
30-Oct-23,56323-001,Selex Smart Electric Vehicles JSC,VIE,Viet Nam,Southeast Asia,PSOD,OPSD,Nonsovereign,4,Investment Support,Equity Cofinancing,8446,Cofinancing (Full administration),ADB Ventures Investment Fund 1,0.75,Transport,Transport,Mitigation,Low,0.75,,Investment,US$,https://www.adb.org/projects/56323-001/main,,,,
12-Apr-23,56323-001,Selex Smart Electric Vehicles JSC,VIE,Viet Nam,Southeast Asia,PSOD,OPSD,Nonsovereign,,Investment Support,Equity Cofinancing,8446,Cofinancing (Full administration),ADB Ventures Investment Fund 1,1,Transport,Transport,Mitigation,Low,1,,Investment,US$,https://www.adb.org/projects/56323-001/main,,,,
11-May-23,57039-001,Republic of the Philippines: Transaction Advisory Services for the Preparation of Public-Private Partnership Projects,PHI,Philippines,Southeast Asia,OMDP,OMOH,Sovereign,2.5,TRTA,Technical assistance,10108,ADB funds,Technical Assistance Special Fund,2.5,Transport,Transport,Dual-use,High,0.75,0.75,Technical assistance,US$,https://www.adb.org/projects/57039-001/main,,,,
11-May-23,57039-001,Republic of the Philippines: Transaction Advisory Services for the Preparation of Public-Private Partnership Projects,PHI,Philippines,Southeast Asia,OMDP,OMOH,Sovereign,,TRTA,Technical assistance,10108,ADB funds,Technical Assistance Special Fund,,Transport,Energy,Dual-use,High,0.5,0.5,Technical assistance,US$,https://www.adb.org/projects/57039-001/main,,,,
26-Jul-23,57050-001,Institutional and Capacity Building Support for the Just Energy Transition Partnership Secretariat,INO,Indonesia,Southeast Asia,SERD,IRM,Sovereign,2,KSTA,Technical assistance cofinancing,10122,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2,Energy,Energy,Mitigation,High,2,,Technical assistance,US$,https://www.adb.org/projects/57050-001/main,,,,
12-Dec-23,57087-001,Energy Absolute Public Bus Electrification Project,THA,Thailand,Southeast Asia,PSOD,PSIF2,Nonsovereign,187.5,Investment Support,Loan,4339,ADB funds,OCR,36.986,Transport,Transport,Mitigation,Low,36.986,,Investment,US$,https://www.adb.org/projects/57087-001/main,,,,
16-Nov-23,57219-001,Preparing Sustainable Transport Projects in Southeast Asia,THA; VIE; REG,Regional (Southeast Asia),Southeast Asia,SG,SG-TRA,Sovereign,2.5,TRTA,Technical assistance,10181,ADB funds,Technical Assistance Special Fund,2.5,Transport,Transport,Dual-use,Low,0.1,0.24,Technical assistance,US$,https://www.adb.org/projects/57219-001/main,,,,
12-Dec-23,57229-001,Building Capacity for Low-Carbon Power Infrastructure Development,INO,Indonesia,Southeast Asia,SG,SG-ENE,Sovereign,3.4,TRTA,Technical assistance,10264,ADB funds,Technical Assistance Special Fund,1,Energy,Energy,Mitigation,Medium,1,,Technical assistance,US$,https://www.adb.org/projects/57229-001/main,,,,
12-Dec-23,57229-001,Building Capacity for Low-Carbon Power Infrastructure Development,INO,Indonesia,Southeast Asia,SG,SG-ENE,Sovereign,,TRTA,Technical assistance cofinancing,10264,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Energy Transition Mechanism Partnership Trust Fund),1,Energy,Energy,Mitigation,Medium,1,,Technical assistance,US$,https://www.adb.org/projects/57229-001/main,,,,
12-Dec-23,57229-001,Building Capacity for Low-Carbon Power Infrastructure Development,INO,Indonesia,Southeast Asia,SG,SG-ENE,Sovereign,,TRTA,Technical assistance cofinancing,10264,Cofinancing (Full administration),GEAPP Energy Access and Transition Trust Fund,1,Energy,Energy,Mitigation,Medium,1,,Technical assistance,US$,https://www.adb.org/projects/57229-001/main,,,,
12-Dec-23,57229-001,Building Capacity for Low-Carbon Power Infrastructure Development,INO,Indonesia,Southeast Asia,SG,SG-ENE,Sovereign,,TRTA,Technical assistance cofinancing,10264,Cofinancing (Full administration),Green Climate Fund,0.2,Energy,Energy,Mitigation,Medium,0.2,,Technical assistance,US$,https://www.adb.org/projects/57229-001/main,,,,
12-Dec-23,57229-001,Building Capacity for Low-Carbon Power Infrastructure Development,INO,Indonesia,Southeast Asia,SG,SG-ENE,Sovereign,,TRTA,Technical assistance cofinancing,10264,Cofinancing (Full administration),United Kingdom-ASEAN Catalytic Green Finance Facility Trust Fund,0.2,Energy,Energy,Mitigation,Medium,0.2,,Technical assistance,US$,https://www.adb.org/projects/57229-001/main,,,,
13-Dec-23,57238-001,Promoting Climate-Resilient Rural Development and Food Security in Southeast Asia,THA,Regional (Southeast Asia),Southeast Asia,SG,SG-AFNR,Sovereign,4.8,TRTA,Technical assistance,10240,ADB funds,Technical Assistance Special Fund,1,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,0.5,0.5,Technical assistance,US$,https://www.adb.org/projects/57238-001/main,,,,
13-Dec-23,57238-001,Promoting Climate-Resilient Rural Development and Food Security in Southeast Asia,INO,Regional (Southeast Asia),Southeast Asia,SG,SG-AFNR,Sovereign,,TRTA,Technical assistance,10240,ADB funds,Technical Assistance Special Fund,0.8,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,0.4,0.4,Technical assistance,US$,https://www.adb.org/projects/57238-001/main,,,,
13-Dec-23,57238-001,Promoting Climate-Resilient Rural Development and Food Security in Southeast Asia,CAM,Regional (Southeast Asia),Southeast Asia,SG,SG-AFNR,Sovereign,,TRTA,Technical assistance,10240,ADB funds,Technical Assistance Special Fund,1,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,1,,Technical assistance,US$,https://www.adb.org/projects/57238-001/main,,,,
13-Dec-23,57238-001,Promoting Climate-Resilient Rural Development and Food Security in Southeast Asia,LAO,Regional (Southeast Asia),Southeast Asia,SG,SG-AFNR,Sovereign,,TRTA,Technical assistance,10240,ADB funds,Technical Assistance Special Fund,0.8,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,,0.3,Technical assistance,US$,https://www.adb.org/projects/57238-001/main,,,,
13-Dec-23,57238-001,Promoting Climate-Resilient Rural Development and Food Security in Southeast Asia,CAM; INO; LAO; PHI; THA; TIM; VIE; REG ,Regional (Southeast Asia),Southeast Asia,SG,SG-AFNR,Sovereign,,TRTA,Technical assistance,10240,ADB funds,Technical Assistance Special Fund,0.7,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,0.25,0.25,Technical assistance,US$,https://www.adb.org/projects/57238-001/main,,,,
13-Dec-23,57238-001,Promoting Climate-Resilient Rural Development and Food Security in Southeast Asia,PHI,Regional (Southeast Asia),Southeast Asia,SG,SG-AFNR,Sovereign,,TRTA,Technical assistance,10240,ADB funds,Technical Assistance Special Fund,0.5,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,,0.5,Technical assistance,US$,https://www.adb.org/projects/57238-001/main,,,,
22-Dec-23,57269-001,Supporting Long-Term Planning for Climate Action,PHI,Philippines,Southeast Asia,SERD,SGFH,Sovereign,1,KSTA,Technical assistance,10200,ADB funds,Technical Assistance Special Fund,0.5,Public sector management,Public sector management,Dual-use,Low,0.25,0.25,Technical assistance,US$,https://www.adb.org/projects/57269-001/main,,,,
22-Dec-23,57269-001,Supporting Long-Term Planning for Climate Action,PHI,Philippines,Southeast Asia,SERD,SGFH,Sovereign,,KSTA,Technical assistance cofinancing,10200,Cofinancing (Full administration),Technical Assistance Grant Fund (FRA),0.5,Public sector management,Public sector management,Dual-use,Low,,,Technical assistance,US$,https://www.adb.org/projects/57269-001/main,,,,
20-Dec-23,57288-001,Administration of Equity Investment in Chickin Pte. Ltd.,INO,Indonesia,Southeast Asia,PSOD,OPSD,Nonsovereign,4,Investment Support,Equity Cofinancing,8468,Cofinancing (Full administration),ADB Ventures Investment Fund 1,1,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Low,0.5,0.5,Investment,US$,https://www.adb.org/projects/57288-001/main,,,,
12-May-23,CCFADC00065,Scaling up climate adaptation actions in Southeast Asia,REG (Southeast Asia),Regional (Southeast Asia),Southeast Asia,SERD,SEOD,Sovereign,0.225,Direct charge,Other,CCFADC00065,ADB funds,Climate Change Fund,0.225,Multisector,Multisector,Adaptation,,,0.225,Direct Charge,US$,,,,,
18-Dec-23,CCFLDC00066,Project concept notes preparation,LAO,Lao People's Democratic Republic,Southeast Asia,SG,SG-AFNR,Sovereign,0.035,Direct charge,Other,CCFLDC00066,ADB funds,Climate Change Fund,0.035,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,,0.018,0.018,Direct Charge,US$,,,,,
14-Dec-23,48484-006,Outer Island Maritime Infrastructure Project (Third Additional Financing),TUV,Tuvalu,Pacific,PARD,,Sovereign,32,Investment Support,Grant,0921,ADB funds,ADF,15,Transport,Transport,Adaptation,High,,2.325,Investment,US$,https://www.adb.org/projects/48484-006/main,,,,
14-Dec-23,48484-006,Outer Island Maritime Infrastructure Project (Third Additional Financing),TUV,Tuvalu,Pacific,PARD,,Sovereign,,Investment Support,Grant cofinancing,0922,Cofinancing (Full administration),Australia,15,Transport,Transport,Adaptation,High,,2.325,Investment,US$,https://www.adb.org/projects/48484-006/main,,,,
14-Dec-23,49450-032,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,TUV,Tuvalu,Pacific,PARD,PAEN,Sovereign,8.5,Investment Support,Grant,0937,ADB funds,ADF,2,Energy,Energy,Dual-use,Medium,,2,Investment,US$,https://www.adb.org/projects/49450-032/main,,,,
14-Dec-23,49450-032,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,TUV,Tuvalu,Pacific,PARD,PAEN,Sovereign,,Investment Support,Grant cofinancing,0938,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,0.8,Energy,Energy,Dual-use,Medium,,0.5,Investment,US$,https://www.adb.org/projects/49450-032/main,,,,
14-Dec-23,49450-032,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,TUV,Tuvalu,Pacific,PARD,PAEN,Sovereign,,Investment Support,Grant cofinancing,0938,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,,Energy,"Agriculture, natural resources and rural development",Dual-use,Medium,,0.3,Investment,US$,https://www.adb.org/projects/49450-032/main,,,,
14-Dec-23,49450-032,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,TUV,Tuvalu,Pacific,PARD,PAEN,Sovereign,,Investment Support,Grant cofinancing,0939,Cofinancing (Full administration),Global Environment Facility,3,Energy,Energy,Dual-use,Medium,3,,Investment,US$,https://www.adb.org/projects/49450-032/main,,,,
14-Dec-23,49450-032,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,TUV,Tuvalu,Pacific,PARD,PAEN,Sovereign,,Investment Support,Grant cofinancing,0940,Cofinancing (Full administration),Urban Resilience Trust Fund,2,Energy,Transport,Dual-use,Medium,,0.3,Investment,US$,https://www.adb.org/projects/49450-032/main,,,,
14-Dec-23,49450-032,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,TUV,Tuvalu,Pacific,PARD,PAEN,Sovereign,,Investment Support,Grant cofinancing,0940,Cofinancing (Full administration),Urban Resilience Trust Fund,,Energy,Energy,Dual-use,Medium,,0.6,Investment,US$,https://www.adb.org/projects/49450-032/main,,,,
14-Dec-23,49450-032,Increasing Access to Renewable Energy Project (Additional Financing) under PREIF,TUV,Tuvalu,Pacific,PARD,PAEN,Sovereign,,Investment Support,Grant cofinancing,0940,Cofinancing (Full administration),Urban Resilience Trust Fund,,Energy,"Agriculture, natural resources and rural development",Dual-use,Medium,,1.1,Investment,US$,https://www.adb.org/projects/49450-032/main,,,,
07-Dec-23,51035-006,Health Services Sector Development Program (Second Additional Financing),PNG,Papua New Guinea,Pacific,PARD,PASP,Sovereign,63.6,Investment Support,Loan,4354,ADB funds,Concessional OCR,35,Health,Health,Dual-use,Medium,0.452,2.511,Investment,US$,https://www.adb.org/projects/51035-006/main,,,,
